No.,Location,County,Elev (m),Date,Name or Citation,Sex,Age,Repro,Zone,Easting,Northing
603,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
604,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
605,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
606,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,M,,,,,
607,Mesa Verde,Montezuma,"<2,165",2007,O'Shea et al.,M,,,,,
608,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,M,,,,,
609,Center,Montezuma,,8/20/00,BIMP,F,A,PL,13,189799,4128973
610,"Lower Morfield Canyon, Mesa Verde National Park",Montezuma,,8/3/89,Ramotnik,M,,,,,
611,"Lower Morfield Canyon, Mesa Verde National Park",Montezuma,,8/4/89,Ramotnik,F,,,,,
612,Mesa Verde NP,Montezuma,,"1989-
1994",Chung- MacCaubry and Bogan,F,A,,,,
613,Mesa Verde NP,Montezuma,,"1989-
1994",Chung- MacCaubry and Bogan,F,A,,,,
614,Mesa Verde NP,Montezuma,,Same,Same,F,A,,,,
615,Mesa Verde NP,Montezuma,,"1989-
1994",Chung- MacCaubry and Bogan,F,A,,,,
616,Mesa Verde NP,Montezuma,,"1989-
1994",Chung- MacCaubry and Bogan,F,A,,,,
617,Mesa Verde NP,Montezuma,,"1989-
1994",Chung- MacCaubry and Bogan,F,A,,,,
618,Mesa Verde NP,Montezuma,,"1989-
1994",Chung- MacCaubry and Bogan,M,?,,,,
619,Mesa Verde NP,Montezuma,,"1989-
1994",Chung- MacCaubry and Bogan,M,?,,,,
620,Mesa Verde NP,Montezuma,,,Chung-Mac.,M,?,,,,
621,Mesa Verde NP,Montezuma,,"1989-
1994",USGS,,,,,,
622,"Rock Springs, Mesa Verde National Park",Montezuma,2256,8/23/56,S. Anderson,F,A,,,,
623,"Rock Springs, Mesa Verde National Park",Montezuma,2256,8/3/91,Bogan,F,,,,,
624,Cashin Mine W1,Montrose,,8/5/02,BIMP,M,J,NB,13,154600,4247498
625,Cashin Mine W2 Ladder,Montrose,,7/31/98,BIMP,F,A,L,13,154583,4247472
626,Cashin Mine W2 Ladder,Montrose,,7/31/98,BIMP,M,A,NB,13,154583,4247472
627,EAST BULL CANYON 580A1,Montrose,,9/8/04,BIMP,F,A,POST,,,
628,Grizzly Gulch,Montrose,,,,,,,,,
629,GYPSUM 451A1,Montrose,1739,7/7/02,BIMP,F,A,LACT,12,678225,4227297
630,GYPSUM 455A1,Montrose,1757,9/23/02,BIMP,M,A,TENL,12,678381,4227642
631,GYPSUM 465A1,Montrose,1701,9/10/96,BIMP,F,J,NONB,12,679458,4226446
632,GYPSUM 469A1,Montrose,1654,9/27/03,BIMP,F,A,POST,12,678359,4230103
633,GYPSUM 469A1,Montrose,1654,9/27/03,BIMP,F,A,POST,12,678359,4230103
634,HIEROGLYPH IC 1547,Montrose,1674,9/12/03,BIMP,M,A,NONB,12,699119,4246624
635,HIEROGLYPH IC 1553A1,Montrose,1652,6/8/05,BIMP,F,A,LACT,12,697322,4247664
636,HIEROGLYPH IC 1555,Montrose,1667,6/8/05,BIMP,F,A,LACT,12,697051,4247477
637,Irwin Field,Montrose,1512,7/11/96,BIMP,M,A,NB,12,160832,4247976
638,LA SAL CREEK # 2,Montrose,,7/25/97,BIMP,F,A,L,12,154621,4247520
639,PARADOX 1288A1,Montrose,1851,9/16/01,BIMP,F,A,POST,12,700974,4237706
640,PARADOX 1290A1,Montrose,1932,7/11/96,BIMP,M,A,NONB,12,699077,4239460
641,PARADOX 1290A1,Montrose,1932,7/12/96,BIMP,F,A,NONB,12,699077,4239460
642,PARADOX 1290A1,Montrose,1932,9/4/96,BIMP,F,J,NONB,12,699077,4239460
643,PARADOX 1291A1,Montrose,1945,9/4/96,BIMP,M,A,TENL,12,699422,4239221
644,PARADOX 1292A1,Montrose,1958,9/14/01,BIMP,F,J,NONB,12,699406,4239225
645,PARADOX 1292A1,Montrose,1958,9/14/01,BIMP,F,A,POST,12,699406,4239225
646,PARADOX 1292A1,Montrose,1958,9/14/01,BIMP,M,J,NONB,12,699406,4239225
647,PARADOX,Montrose,1958,9/14/01,BIMP,F,A,POST,12,699406,4239225
648,PARADOX 1292A1,Montrose,1958,9/14/01,BIMP,F,A,POST,12,699406,4239225
649,PARADOX 1292A1,Montrose,1958,9/14/01,BIMP,F,J,NONB,12,699406,4239225
650,PARADOX 1293A1,Montrose,1962,9/1/01,BIMP,F,A,POST,12,699362,4239165
651,PARADOX 1293A2,Montrose,1962,9/1/01,BIMP,F,A,POST,12,699362,4239165
652,PARADOX 278X,Montrose,2002,9/13/01,BIMP,F,A,POST,12,697052,4240671
653,PARADOX 278X,Montrose,2002,9/13/01,BIMP,F,A,POST,12,697052,4240671
654,PARADOX 278X,Montrose,2002,9/13/01,BIMP,F,A,POST,12,697052,4240671
655,PARADOX 278X,Montrose,2002,9/13/01,BIMP,F,A,POST,12,697052,4240671
656,PARADOX,Montrose,2002,9/13/01,BIMP,M,J,NONB,12,697052,4240671
657,PARADOX 278X,Montrose,2002,9/13/01,BIMP,F,J,NONB,12,697052,4240671
658,PARADOX 278X,Montrose,2002,9/13/01,BIMP,U,U,UNKN,12,697052,4240671
659,PARADOX 278X,Montrose,2002,6/22/02,BIMP,F,A,LACT,12,697052,4240671
660,PARADOX 278X,Montrose,2002,6/22/02,BIMP,F,A,LACT,12,697052,4240671
661,PARADOX 278X,Montrose,2002,6/22/02,BIMP,F,A,LACT,12,697052,4240671
662,PARADOX 278X,Montrose,2002,6/22/02,BIMP,F,A,LACT,12,697052,4240671
663,PARADOX 278X,Montrose,2002,6/22/02,BIMP,F,A,LACT,12,697052,4240671
664,PARADOX 278X,Montrose,2002,6/22/02,BIMP,M,A,NONB,12,697052,4240671
665,PARADOX,Montrose,2002,6/22/02,BIMP,F,A,LACT,12,697052,4240671
666,PARADOX 278X,Montrose,2002,6/22/02,BIMP,F,A,LACT,12,697052,4240671
667,PARADOX 278X,Montrose,2002,6/22/02,BIMP,F,A,LACT,12,697052,4240671
668,PARADOX 278X,Montrose,2002,6/22/02,BIMP,F,A,LACT,12,697052,4240671
669,PARADOX 278X,Montrose,2002,6/22/02,BIMP,F,A,NONB,12,697052,4240671
670,Paradox Canyon,Montrose,1512,7/10/96,BIMP,M,A,NB,13,165857,4252574
671,Redd Pond,Montrose,1527,8/23/01,BIMP,F,A,PL,13,161268,4250034
672,SPUD PATCH 1500A1,Montrose,1644,"10/11/9
6",BIMP,M,A,TENL,12,698100,4249650
673,TRAMP 524,Montrose,,7/6/02,BIMP,M,A,NONB,12,695305,4243570
674,TRAMP 524,Montrose,,9/10/02,BIMP,M,A,NONB,12,695305,4243570
675,TRAMP 527,Montrose,1948,7/6/02,BIMP,F,A,LACT,12,695305,4243570
676,TRAMP 527,Montrose,1948,7/6/02,BIMP,M,A,NONB,12,695305,4243570
677,Umetco Teapot Dome,Montrose,1896,9/3/93,BIMP,F,J,NONB,12,693060,4228420
678,WEST MONTROSE 2,Montrose,1622,9/24/99,BIMP,F,A,POST,12,689330,4254060
679,WEST MONTROSE 2,Montrose,1622,9/24/99,BIMP,U,U,UNKN,12,689330,4254060
680,WEST MONTROSE 2,Montrose,1622,9/24/99,BIMP,U,U,UNKN,12,689330,4254060
681,WEST MONTROSE 67,Montrose,1847,9/25/99,BIMP,M,A,TENL,12,686890,4252530
682,WEST MONTROSE 67,Montrose,1847,9/25/99,BIMP,U,U,UNKN,12,686890,4252530
683,WEST MONTROSE 68,Montrose,1914,5/31/99,BIMP,F,A,UNKN,12,686360,4252720
684,WEST MONTROSE 69,Montrose,1914,5/31/99,BIMP,U,U,UNKN,12,686380,4252720
685,WEST MONTROSE 69,Montrose,1914,5/31/99,BIMP,U,U,UNKN,12,686380,4252720
686,Wiggins Copper Mine,"Oklahoma, New Mexico, Colorado tri- state area",1577,8/16/86,Dalquest et al.,F,A & YOY,,13s,673516,4089851
687,Wiggins Copper Mine,"Oklahoma, New Mexico, Colorado tri- state area",1577,7/24/07,Hayes,F,A,L,13s,673516,4089851
688,BOOMER 103B,Park,2615,9/5/97,BIMP,M,U,TENL,13,,
689,BOOMER 110,Park,2804,9/6/97,BIMP,M,A,TENL,13,,
690,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
691,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
692,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
693,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
694,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
695,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
696,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
697,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
698,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
699,Stone City,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
700,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
701,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
702,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
703,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
704,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
705,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
706,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,A,PL,13,512397,4255739
707,Stone City Mines,Pueblo,1570,8/2/08,BIMP,M,A,NS,13,512397,4255739
708,Stone City,Pueblo,1570,8/2/08,BIMP,M,A,NS,13,512397,4255739
709,Stone City Mines,Pueblo,1570,8/2/08,BIMP,F,J,NLNP,13,512397,4255739
710,Stone City Mines,Pueblo,1570,7/19/10,"Hayes, Navo, Bonewell",,,"MYTH
cluster",13,512397,4255739
711,"11 mi W
Meeker, 0.5 mi S Hwy 64, Hay Gulch Road.
T1N, R69W,
sec 36.",Rio Blanco,,8/17/78,Freeman,M,,,12,750087,4409647
712,"11 mi W
Meeker, 0.5 mi S Hwy 64, Hay Gulch Road.
T1N, R69W,
sec 36.",Rio Blanco,,8/17/78,Freeman,M,,,12,750087,4409647
713,"6 mi. SW of Meeker, T1N R95W",Rio Blanco,,,Freeman,,,,,,
714,Meeker,Rio Blanco,,,Freeman,,,,,,
715,GYPSUM 416A1,San Miguel,1649,9/10/96,BIMP,M,J,TENL,12,687725,4219960
716,GYPSUM 416A1,San Miguel,1649,9/10/96,BIMP,M,A,TENL,12,687725,4219960
717,GYPSUM 493I2,San Miguel,1646,9/23/03,BIMP,M,A,TENL,12,684057,4224397
718,JOE DAVIS 519 A3,San Miguel,1847,6/5/02,BIMP,M,A,NONB,12,689830,4206400
719,SPUD PATCH 616A1,San Miguel,2257,7/9/96,BIMP,M,J,TENL,12,686408,4203144
720,TAILHOLT 431A2,San Miguel,1990,9/30/96,BIMP,M,A,TENL,12,679386,4212741
721,UPPER GROUP 3,San Miguel,1768,10/2/00,BIMP,M,A,TENL,12,686410,4209690
722,WEDDING BELL 906A1,San Miguel,1911,6/26/05,BIMP,M,A,NONB,12,689799,4225406
723,WB 906A1,San Miguel,1911,6/26/05,BIMP,M,A,NONB,12,689799,4225406
724,WEDDING BELL 906A3,San Miguel,1911,8/25/05,BIMP,M,A,NONB,12,689799,4225406
725,WEDDING BELL 906A3,San Miguel,1911,8/25/05,BIMP,M,A,TENL,12,689799,4225406
726,GB 504f,Teller,2853,9/13/95,BIMP,M,A,NONB,13,484990,4286570
727,PIKES PEAK 103,Teller,2502,7/4/97,BIMP,M,A,NONB,13,491354,4322441
728,Pawnee Buttes,Weld,1570,8/85,Fitzgerald et al. 1989,F,A,L,13,588600,4516200
729,Pawnee Buttes,Weld,1570,6/88,Fitzgerald et al. 1989,M,A,,13,583500,4519500
730,Wiggins copper Mine,"Union, NM",1378,9/6/09,"Hayes, Bonewell",,,"~100
MYTH",13S,0673516,4089851
